,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
1832,65.798791,30.109591,Суоперя,СЗФО,АПП,2674.0,2021,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
1835,61.501999,29.61031,Сювяоро,СЗФО,АПП,19761.0,2021,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
1838,41.787765,48.54852,Тагиркент-Казмаляр,СКФО,АПП,0.0,2021,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика
1840,49.643629,89.44195,Ташанта,СФО,АПП,8391.0,2021,Число людей,Новосибирский,установлен,да,Монголия
1843,51.504733,51.543277,Теплое,ПФО,АПП,0.0,2021,Число людей,Уральский,установлен,да,Республика Казахстан
1844,51.2789,34.285,Тёткино,ЦФО,ЖДПП,0.0,2021,Число людей,Брянский,установлен,нет,Украина
1845,51.24417,34.298149,Тёткино (Бояро-Лежачи),ЦФО,АПП,0.0,2021,Число людей,Брянский,установлен,нет,Украина
1846,51.24413,34.298117,Тёткино (Рыжевка),ЦФО,АПП,0.0,2021,Число людей,Брянский,установлен,да,Украина
1848,50.391387,37.467621,Тишанка,ЦФО,АПП,0.0,2021,Число людей,Белгородский,установлен,нет,Украина
1851,50.918237,80.103876,Топольное,СФО,АПП,0.0,2021,Число людей,Новосибирский,установлен,да,Республика Казахстан
1852,60.596099,27.913096,Торфяновка,СЗФО,АПП,334922.0,2021,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика
1853,50.866700001061,81.895300000906,Третьяково,СФО,ЖДПП,6365.0,2021,Число людей,Новосибирский,установлен,да,Республика Казахстан
1854,51.881005,34.337551,Троебортное,ЦФО,АПП,861507.0,2021,Число людей,Брянский,установлен,да,Украина
1855,54.1130000017583,61.5698999986053,"Троицк (Кайрак, Магнай)",УФО,ЖДПП,12309.0,2021,Число людей,Уральский,установлен,да,Республика Казахстан
1857,45.262249,131.978153,Турий Рог,ДФО,АПП,4530.0,2021,Число людей,Владивостокский,установлен,да,Китайская Народная Республика
1859,50.4167,113.8333,Убур-Тохтор,ДФО,АПП,0.0,2021,Число людей,Читинский,установлен,нет,Монголия
1860,56.87317,27.833766,Убылинка,СЗФО,АПП,85043.0,2021,Число людей,Псковский,установлен,да,Латвийская Республика
1868,51.883,126.5631,Ушаково,ДФО,СПП,0.0,2021,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика
1871,48.468957,135.057972,Хабаровск,ДФО,РПП,1555.0,2021,Число людей,Хабаровский,установлен,да,Китайская Народная Республика
1873,50.700218,92.069395,Хандагайты (Боршо),СФО,АПП,3349.0,2021,Число людей,Новосибирский,установлен,да,Монголия
1875,42.430155,130.644336,Хасан,ДФО,ЖДПП,120.0,2021,Число людей,Владивостокский,установлен,да,Корейская Народно-Демократическая Республика
1877,49.957094,95.62729,Цаган-Толгой,СФО,АПП,0.0,2021,Число людей,Новосибирский,установлен,да,Монголия
1881,54.155114,74.804456,Черлак,СФО,РПП,645.0,2021,Число людей,Новосибирский,установлен,да,Республика Казахстан
1882,54.645721,22.736633,Чернышевское,СЗФО,АПП,156379.0,2021,Число людей,Калининградский,установлен,да,Литовская Республика
1883,54.629537,21.817797,Черняховск,СЗФО,ЖДПП,0.0,2021,Число людей,Калининградский,установлен,да,Литовская Республика
1888,50.515325,94.337233,Шара-Сур,СФО,АПП,0.0,2021,Число людей,Новосибирский,установлен,да,Монголия
1890,50.352158,36.922684,Шебекино,ЦФО,АПП,0.0,2021,Число людей,Белгородский,установлен,да,Украина
