,Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту
242,Павловка,Новосибирский,53.401993,77.709242,СФО,АПП,504182,2017,Число людей,установлен,да,0
243,Павловка (Славгород),Новосибирский,52.924229,78.268375,СФО,АПП,80039,2017,Число людей,установлен,да,175200
244,Пассажирский порт Санкт-Петербург,Санкт-Петербургский,59.949253,30.194513,СЗФО,МПП,1497328,2017,Число людей,установлен,да,20323200
245,Пашково,Хабаровский,48.884618,130.656092,ДФО,СПП,0,2017,Число людей,установлен,нет,0
246,Певек,Владивостокский,69.702388,170.259281,ДФО,МПП,0,2017,Число людей,установлен,нет,0
247,Перекоп,Крымский,46.215373,33.633651,ЮФО,АПП,231390,2017,Число людей,установлен,да,1095000
248,Пермь (Большое Савино),Уральский,57.919707,56.019552,ПФО,ВПП,225895,2017,Число людей,установлен,да,5150880
249,Петрозаводск (Бесовец),Санкт-Петербургский,61.877346,34.155573,СЗФО,ВПП,58,2017,Число людей,установлен,да,0
250,Петропавловск-Камчатский,Владивостокский,53.011834,158.648548,ДФО,МПП,23626,2017,Число людей,установлен,да,0
251,Петропавловск-Камчатский (Елизово),Владивостокский,53.169455,158.425596,ДФО,ВПП,17380,2017,Число людей,установлен,да,0
252,Петухово,Уральский,55.090975,68.242499,УФО,АПП,816415,2017,Число людей,установлен,да,2007500
253,Петухово,Уральский,55.070614,67.887333,УФО,ЖДПП,464675,2017,Число людей,установлен,да,0
254,Печоры-Псковские,Псковский,57.8357999995351,27.625300001353,СЗФО,ЖДПП,4442,2017,Число людей,установлен,да,0
255,Погар,Брянский,52.369862,33.243985,ЦФО,АПП,201487,2017,Число людей,установлен,да,708100
256,Пограничный,Калининградский,55.059774,22.590262,СЗФО,АПП,37062,2017,Число людей,установлен,да,0
257,Пограничный,Владивостокский,44.39917,131.259668,ДФО,АПП,893259,2017,Число людей,установлен,да,0
258,Пограничный,Владивостокский,44.40663,131.37327,ДФО,ЖДПП,172766,2017,Число людей,установлен,да,0
259,Покровка,Читинский,53.343378,121.535043,ДФО,АПП,0,2017,Число людей,установлен,нет,0
260,Покровка,Хабаровский,46.723319,134.02228,ДФО,СПП,27067,2017,Число людей,установлен,да,240960
261,Полтавка,Владивостокский,44.018064,131.252823,ДФО,АПП,260288,2017,Число людей,установлен,да,0
262,Полынный,Волгоградский,48.953911,46.789453,ЮФО,АПП,20218,2017,Число людей,установлен,да,0
263,Поронайск,Владивостокский,49.227984,143.116655,ДФО,МПП,0,2017,Число людей,установлен,нет,0
264,Посинь,Псковский,56.341761,28.248432,СЗФО,ЖДПП,0,2017,Число людей,установлен,нет,0
265,Посьет,Владивостокский,42.64852,130.807844,ДФО,МПП,18874,2017,Число людей,установлен,да,0
266,Поярково,Хабаровский,49.614111,128.680416,ДФО,СПП,3513,2017,Число людей,установлен,да,160640
267,Пригородное,Владивостокский,46.624142,142.910997,ДФО,МПП,14797,2017,Число людей,установлен,да,0
268,Приморск,Санкт-Петербургский,60.335644,28.714162,СЗФО,МПП,36870,2017,Число людей,установлен,да,0
269,Провидения,Владивостокский,64.419429,186.767839,ДФО,МПП,747,2017,Число людей,установлен,да,0
270,Провидения Бухта,Владивостокский,64.384945,186.770517,ДФО,ВПП,56,2017,Число людей,установлен,да,0
271,Псков,Псковский,57.814291,28.326674,СЗФО,РПП,0,2017,Число людей,установлен,нет,0
272,Псков (Кресты),Псковский,57.797501,28.39244,СЗФО,ВПП,178,2017,Число людей,установлен,да,0
273,Пыталово,Псковский,57.0645000003278,27.9111000001431,СЗФО,ЖДПП,7775,2017,Число людей,установлен,да,0
274,Разъезд Карьер 122 км,Ростовский,48.6833,39.75,ЮФО,ЖДПП,0,2017,Число людей,установлен,нет,0
275,Разъезд Выстрел,Белгородский,50.008735,38.19259,ЦФО,ЖДПП,0,2017,Число людей,установлен,нет,0
276,Ровеньки,Белгородский,49.806705,38.959084,ЦФО,АПП,283669,2017,Число людей,установлен,да,682550
277,Ростов (Центральный),Ростовский,47.276091,39.634112,ЮФО,ВПП,295,2017,Число людей,установлен,да,0
278,Ростов-на-Дону,Ростовский,47.208877,39.705847,ЮФО,МПП,81253,2017,Число людей,установлен,да,0
279,Ростов-на-Дону (Платов),Ростовский,47.488342,39.929081,ЮФО,ВПП,653863,2017,Число людей,установлен,да,9460800
280,Рыбачий,Калининградский,55.1583999991417,20.8500000014901,СЗФО,РПП,6,2017,Число людей,установлен,да,0
281,Сабетта,Мурманский,71.279491,72.061412,УФО,ВПП,752,2017,Число людей,установлен,да,0
282,Сабетта,Мурманский,71.219395,72.047648,УФО,МПП,2974,2017,Число людей,установлен,да,0
283,Сагарчин,Уральский,50.857938,56.142094,ПФО,АПП,1215430,2017,Число людей,установлен,да,0
284,Салла,Мурманский,66.944902,29.038847,СЗФО,АПП,133989,2017,Число людей,установлен,да,219000
285,Самара (Курумоч),Волгоградский,53.50898,50.151718,ПФО,ВПП,795691,2017,Число людей,установлен,да,6482400
286,Санкт-Петербург-Финляндский,Санкт-Петербургский,59.955817,30.356343,СЗФО,ЖДПП,485363,2017,Число людей,установлен,да,1065800
287,Санкт-Петербург (Пулково),Санкт-Петербургский,59.800311,30.26996,СЗФО,ВПП,6229727,2017,Число людей,установлен,да,20673600
288,Саранск,Волгоградский,54.14783,45.221158,ПФО,ВПП,0,2017,Число людей,установлен,нет,0
289,Саратов (Гагарин),Волгоградский,51.558451,46.031133,ПФО,ВПП,0,2017,Число людей,установлен,да,5606400
290,Светлый,Уральский,50.710306,61.02061,ПФО,АПП,30636,2017,Число людей,установлен,да,0
291,Светогорск,Санкт-Петербургский,61.123856,28.841682,СЗФО,АПП,1558466,2017,Число людей,установлен,да,0
292,Светогорск,Санкт-Петербургский,61.118075,28.845818,СЗФО,ЖДПП,5296,2017,Число людей,установлен,да,0
293,Себеж,Псковский,56.3053999990225,28.4697999991477,СЗФО,ЖДПП,172886,2017,Число людей,установлен,да,0
294,Севастополь,Крымский,44.614917,33.526481,ЮФО,МПП,5393,2017,Число людей,установлен,да,0
295,Симферополь,Крымский,45.019546,33.997492,ЮФО,ВПП,17,2017,Число людей,установлен,да,2190000
296,Симферополь,Крымский,44.961745,34.082217,ЮФО,ЖДПП,0,2017,Число людей,установлен,нет,0
297,Скангали,Псковский,56.8999,27.743,СЗФО,ЖДПП,0,2017,Число людей,установлен,нет,0
